Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,DB_10ulrr_P1-B-1_01_25883,1_P1-B-3_01_25858,10_P1-C-3_01_25865,11_P1-C-4_01_25866,12_P1-C-5_01_25860,13_P1-C-6_01_25861,14_P1-C-7_01_25875,15_P1-C-8_01_25873,16_P1-C-9_01_25870,17_P1-D-1_01_25859,18_P1-D-2_01_25862,19_P1-D-3_01_25878,2_P1-B-4_01_25872,3_P1-B-5_01_25874,4_P1-B-6_01_25867,5_P1-B-7_01_25863,6_P1-B-8_01_25869,7_P1-B-9_01_25868,8_P1-C-1_01_25877,9_P1-C-2_01_25876,QC1_P1-B-2_01_25857,QC2_P1-B-2_01_25864,QC3_P1-B-2_01_25871,QC4_P1-B-2_01_25879,MB,RT,Prediction,Source Files
5414,10.1,867.408,w/o MS2:Tunicamycin VIII,[M+NH4]+,ion correlated with 4475; ion correlated with 4690; ion correlated with 4972; ion correlated with 5412; ion correlated with 5572; ion correlated with 5573; ion correlated with 5577; ion correlated with 5619; ion correlated with 4470; ion correlated with 4472; ion correlated with 4688; ion correlated with 4967; ion correlated with 4968; ion correlated with 4973; ion correlated with 5235; ion correlated with 5407; ion correlated with 5410; ion correlated with 5511; ion correlated with 4964; ion correlated with 5221; ion correlated with 5222; ion correlated with 5406; ion correlated with 5408; ion correlated with 5514; ion correlated with 5515; ion correlated with 5516; ion correlated with 5571; ion correlated with 5621; ion correlated with 4686; ion correlated with 5220; ion correlated with 5416; ion correlated with 5512; ion correlated with 5576; ion correlated with 4471; ion correlated with 4687; ion correlated with 4689; ion correlated with 4965; ion correlated with 5230; ion correlated with 5405; ion correlated with 5418; ion correlated with 5510; ion correlated with 5513; ion correlated with 5569; ion correlated with 5570; ion correlated with 5574; ion correlated with 5620; ion correlated with 4975; ion correlated with 5234; ion correlated with 5575; ion correlated with 5617; ion correlated with 5219; ion correlated with 5229; ion correlated with 5409; ion correlated with 5411; ion correlated with 5415; adduct linked to 5220_[M+H-H2O]+; found in higher mz's MsMs_5416,0.042,True,,867.4209,C39H64N4O16,,NKDRZEIENXWUCE-IMPSCIARSA-N,,530,True,True,False,,False,False,,,75.9,,,,,100.88,9_P1-C-2_01_25876,867.40802:5044 868.41137:470 869.41473:424,70.06511:12588 71.06925:724 72.08064:11986 74.0602:1338 84.04462:4466 84.08041:5686 86.09607:12752 88.03928:686 101.07069:2936 102.055:2664 110.07176:3022 119.05003:786 120.08068:970 127.05049:1032 127.08654:1546 129.10214:12156 130.06509:5868 131.06946:620 132.08044:1458 136.07571:20148 137.07909:1506 141.10182:986 145.06084:634 155.08147:2372 159.09158:11012 160.0956:1020 169.09819:828 169.13379:1620 170.05922:638 171.11212:646 172.10789:960 173.12778:1262 181.09705:696 183.14902:2206 185.16515:1180 186.12405:2164 187.14511:960 201.12311:812 204.13367:614 213.08575:650 226.1203:758 226.15459:878 229.11911:618 244.12831:726 283.17557:772 284.1239:2402 360.19073:602 369.21368:704 484.24176:606 612.29803:744 866.4549:1188 866.4939:1228 866.53833:784 866.58868:928 867.03876:1148 867.07263:1232 867.11035:1952 867.15894:2238 867.20819:3750 867.24286:3354 867.28296:3872 867.31982:3088 867.40375:2478 867.44739:2058 867.48041:1346 867.5343:802 867.66687:976,0,0,302,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,5044,0,0,0,0,GOOD,GOOD,0.0,
5415,10.1,867.4545,Unknown,[M+H]+,ion correlated with 4475; ion correlated with 4683; ion correlated with 4972; ion correlated with 4974; ion correlated with 5412; ion correlated with 5572; ion correlated with 5573; ion correlated with 5577; ion correlated with 5619; ion correlated with 4470; ion correlated with 4472; ion correlated with 4478; ion correlated with 4688; ion correlated with 4967; ion correlated with 4968; ion correlated with 4973; ion correlated with 5232; ion correlated with 5235; ion correlated with 5407; ion correlated with 5410; ion correlated with 5511; ion correlated with 4468; ion correlated with 4684; ion correlated with 5233; ion correlated with 4479; ion correlated with 4964; ion correlated with 5221; ion correlated with 5222; ion correlated with 5406; ion correlated with 5408; ion correlated with 5514; ion correlated with 5515; ion correlated with 5516; ion correlated with 5571; ion correlated with 5621; ion correlated with 4686; ion correlated with 5220; ion correlated with 5416; ion correlated with 5512; ion correlated with 5576; ion correlated with 4471; ion correlated with 4687; ion correlated with 4689; ion correlated with 4965; ion correlated with 5230; ion correlated with 5405; ion correlated with 5414; ion correlated with 5418; ion correlated with 5510; ion correlated with 5513; ion correlated with 5569; ion correlated with 5570; ion correlated with 5574; ion correlated with 5620; ion correlated with 4682; ion correlated with 4685; ion correlated with 4975; ion correlated with 5234; ion correlated with 5575; ion correlated with 5617; ion correlated with 4971; ion correlated with 5219; ion correlated with 5229; ion correlated with 5409; ion correlated with 5411,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,45.3,3_P1-B-5_01_25874,867.45453:2265 868.45788:366 869.46124:516,,0,0,261,0,0,0,0,0,0,0,0,0,0,2265,0,0,0,0,0,4428,0,0,0,0,GOOD,GOOD,0.0,
5416,10.0,867.4952,Unknown,[M+H]+,ion correlated with 4320; ion correlated with 4475; ion correlated with 4683; ion correlated with 4690; ion correlated with 4691; ion correlated with 4972; ion correlated with 4974; ion correlated with 5236; ion correlated with 5412; ion correlated with 5572; ion correlated with 5573; ion correlated with 5577; ion correlated with 5616; ion correlated with 5619; ion correlated with 5622; ion correlated with 4470; ion correlated with 4472; ion correlated with 4478; ion correlated with 4688; ion correlated with 4967; ion correlated with 4968; ion correlated with 4973; ion correlated with 5232; ion correlated with 5235; ion correlated with 5407; ion correlated with 5410; ion correlated with 5511; ion correlated with 4468; ion correlated with 4684; ion correlated with 5233; ion correlated with 4479; ion correlated with 4964; ion correlated with 5221; ion correlated with 5222; ion correlated with 5406; ion correlated with 5408; ion correlated with 5514; ion correlated with 5515; ion correlated with 5516; ion correlated with 5571; ion correlated with 5621; ion correlated with 4686; ion correlated with 5220; ion correlated with 5512; ion correlated with 5576; ion correlated with 4467; ion correlated with 4471; ion correlated with 4680; ion correlated with 4687; ion correlated with 4689; ion correlated with 4965; ion correlated with 5218; ion correlated with 5230; ion correlated with 5405; ion correlated with 5414; ion correlated with 5418; ion correlated with 5510; ion correlated with 5513; ion correlated with 5569; ion correlated with 5570; ion correlated with 5574; ion correlated with 5620; ion correlated with 4682; ion correlated with 4685; ion correlated with 4975; ion correlated with 5234; ion correlated with 5575; ion correlated with 5617; ion correlated with 4971; ion correlated with 5219; ion correlated with 5229; ion correlated with 5409; ion correlated with 5411; ion correlated with 5415,0.083,False,,,,,,,999,False,False,False,,False,False,,,,,,,,41.92,9_P1-C-2_01_25876,867.49524:3807 868.49859:0 869.50195:0,,0,0,227,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,3807,0,0,0,0,GOOD,GOOD,0.0,
5417,21.7,867.5198,Unknown,[M+H]+,adduct linked to 5458_[M+NH4]+; adduct linked to 5475_[M+Na]+,0.25,True,,,,,,,999,False,False,False,,False,False,,,,,,,,37.22,10_P1-C-3_01_25865,867.51978:2792 868.52313:1508 869.52649:838,86.09651:648 91.05424:786 93.06924:782 95.08569:670 119.08592:740 133.10124:736 146.98192:602 184.07353:9048 185.0768:672 385.2742:19392 386.27863:5966 387.28113:1098 693.48828:856 854.57135:1480 855.57758:1188,0,596,2792,91,2775,923,858,1308,508,2122,1058,1157,443,1175,496,1330,984,636,1048,1288,1730,1178,1087,1241,GOOD,GOOD,0.0,
5418,10.1,867.5367,Unknown,[M+NH4]+,ion correlated with 4320; ion correlated with 4475; ion correlated with 4683; ion correlated with 4690; ion correlated with 4691; ion correlated with 4972; ion correlated with 4974; ion correlated with 5236; ion correlated with 5412; ion correlated with 5572; ion correlated with 5573; ion correlated with 5577; ion correlated with 5615; ion correlated with 5616; ion correlated with 5619; ion correlated with 5622; ion correlated with 5658; ion correlated with 4321; ion correlated with 4470; ion correlated with 4472; ion correlated with 4478; ion correlated with 4688; ion correlated with 4967; ion correlated with 4968; ion correlated with 4973; ion correlated with 5232; ion correlated with 5235; ion correlated with 5407; ion correlated with 5410; ion correlated with 5511; ion correlated with 4468; ion correlated with 4684; ion correlated with 5233; ion correlated with 4318; ion correlated with 4479; ion correlated with 4964; ion correlated with 5221; ion correlated with 5222; ion correlated with 5406; ion correlated with 5408; ion correlated with 5514; ion correlated with 5515; ion correlated with 5516; ion correlated with 5571; ion correlated with 5621; ion correlated with 4686; ion correlated with 5220; ion correlated with 5416; ion correlated with 5512; ion correlated with 5576; ion correlated with 4467; ion correlated with 4471; ion correlated with 4680; ion correlated with 4687; ion correlated with 4689; ion correlated with 4963; ion correlated with 4965; ion correlated with 5218; ion correlated with 5230; ion correlated with 5405; ion correlated with 5414; ion correlated with 5510; ion correlated with 5513; ion correlated with 5569; ion correlated with 5570; ion correlated with 5574; ion correlated with 5620; ion correlated with 4682; ion correlated with 4685; ion correlated with 4975; ion correlated with 5234; ion correlated with 5575; ion correlated with 5617; ion correlated with 4971; ion correlated with 5219; ion correlated with 5229; ion correlated with 5409; ion correlated with 5411; ion correlated with 5415; adduct linked to 5220_[M+H-H2O]+,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,57.3,9_P1-C-2_01_25876,867.53674:2865 868.54009:500 869.54345:988,,0,0,268,0,0,0,72,0,0,0,0,0,0,1329,0,0,0,0,0,2865,0,0,0,0,GOOD,GOOD,0.0,
5419,15.2,867.6305,Unknown,[M+H]+,,0.083,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.86,10_P1-C-3_01_25865,867.63049:1169 868.63384:718 869.6372:400,,0,80,1169,72,555,488,567,519,0,324,183,84,80,140,240,156,0,138,1017,753,342,490,316,362,GOOD,GOOD,0.0,
5420,22.1,868.5258,Unknown,[M+K]+,adduct linked to 5212_[M+H]+,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,32.64,10_P1-C-3_01_25865,868.52582:2310 869.52917:1838 870.53253:652,86.09595:2000 146.98201:858 162.95563:2326 184.07277:1972 383.25345:718 385.27261:2356 386.27621:912 407.25494:888 481.2327:728 482.23529:594 505.2337:924 852.55304:668 865.49231:1238 866.50653:1126 868.52454:4054,0,140,2310,0,582,538,834,1019,264,777,310,640,214,674,299,703,355,478,1250,1222,1389,696,832,762,GOOD,GOOD,0.0,
5421,22.8,868.65,Unknown,[M+K]+,adduct linked to 5089_[M+H-H2O]+,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,28.5,4_P1-B-6_01_25867,868.65002:1742 869.65337:1124 870.65673:0,86.09577:1350 146.98199:834 184.07318:8700 185.07639:730 619.47516:734 649.51935:1594 810.59918:2808 811.60144:1704 832.58441:1598 833.58246:812 866.66699:614,0,995,789,756,783,920,603,826,983,980,933,909,1017,785,1742,1143,1501,1252,891,764,908,902,937,883,GOOD,GOOD,0.0,
5424,18.4,869.8408,Unknown,[M+2H]2+,,0.792,True,,,,,,,999,False,False,False,,False,False,,,,,,,,52.1,15_P1-C-8_01_25873,869.84009:3780 870.84344:4684 871.8468:520,284.29483:6954 303.26907:6510 303.77014:2804 304.27206:722 306.27713:9302 307.28192:1082 312.27374:5520 312.77612:3046 313.27591:730 321.27921:2344 444.91275:32054 445.06653:596 445.41357:18398 445.91617:5306 446.41669:1190 446.91147:734 453.91696:5486 454.41962:3938 454.9212:1518 586.5575:20660 587.05878:14300 587.56036:6234 588.0639:1764 588.56714:650 589.56586:2256 590.56805:942 728.20105:3752 728.70447:3064 729.20282:1646,0,156,3900,82,3684,3532,2892,3780,2800,4224,2038,1353,943,1851,1070,1773,233,1189,2812,2909,2649,2565,2318,2161,GOOD,GOOD,0.0,
5425,22.3,870.5211,Unknown,[M+H]+,,0.833,True,,,,,,,999,False,False,False,,False,False,,,,,,,,34.74,1_P1-B-3_01_25858,870.52295:1540 871.5263:964 872.52966:312,86.09633:728 146.9819:824 619.46881:1142 743.46478:708 802.53278:1380 870.51605:1952,0,1540,2104,113,1675,1307,1344,2212,2059,2362,1650,1398,876,1887,1220,2347,1551,1080,1821,1554,2475,2106,2074,1447,GOOD,GOOD,0.0,
5426,19.2,871.629,Unknown,[M+H]+,ion correlated with 647; ion correlated with 2097; ion correlated with 2529; ion correlated with 2674; ion correlated with 2807; ion correlated with 2925; ion correlated with 2953; ion correlated with 3026,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,35.15,4_P1-B-6_01_25867,871.62903:1758 872.63238:2400 873.63574:876,184.07451:872 447.30875:47900 448.3114:13840 449.31497:1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0,0,0,0,0,0,GOOD,GOOD,0.0,
5427,23.0,872.5367,Unknown,[M+H]+,,0.167,True,,,,,,,999,False,False,False,,False,False,,,,,,,,32.87,4_P1-B-6_01_25867,872.54156:1662 873.54491:760 874.54827:0,146.98183:1166 184.07294:1992 621.48468:1018 745.47614:612 804.55127:1568 872.5387:1476,0,74,558,0,189,286,419,729,1975,1292,344,100,312,457,1662,874,572,1711,79,82,388,505,537,938,GOOD,GOOD,0.0,
5429,21.4,872.5531,Unknown,[M+H]+,,0.75,True,,,,,,,999,False,False,False,,False,False,,,,,,,,52.1,1_P1-B-3_01_25858,872.55231:2887 873.55566:1968 874.55902:1088,86.09612:1542 162.95508:2390 184.07294:616 813.474:928 872.55585:3872,0,2887,2082,4698,2896,3147,2891,1096,621,872,3876,3432,2412,3329,375,1744,607,486,2963,2666,2785,2562,2676,1066,GOOD,GOOD,0.0,
5432,20.7,874.5565,Unknown,[M+H]+,,0.125,False,,,,,,,999,False,False,False,,False,False,,,,,,,,38.09,17_P1-D-1_01_25859,874.55652:2133 875.55987:914 876.56323:520,,0,1732,1521,1572,2166,1856,2280,1341,1121,2133,1116,1284,1903,1177,428,1905,875,1500,896,886,1775,2210,2460,1283,GOOD,GOOD,0.0,
5433,21.5,874.5614,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,33.77,QC2_P1-B-2_01_25864,874.5614:1688 875.56475:848 876.56811:0,,0,1144,1013,1158,1242,1662,1337,493,262,464,1198,1203,995,412,88,1099,388,491,1137,765,696,1688,971,547,GOOD,GOOD,0.0,
5434,18.4,874.7863,Unknown,[M+H]+,,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,37.57,15_P1-C-8_01_25873,874.78302:1558 875.78637:934 876.78973:364,184.07358:960 284.29468:34808 285.29767:5846 306.27646:15214 307.28012:3990 311.25717:2002 337.27338:2384 338.27707:738 445.41122:724 445.91623:946 446.90726:616 447.41159:704 452.39832:2006 452.90201:1288 453.90012:3362 454.3996:1732 454.8996:1300 461.40573:3240 461.90656:1920 462.40848:636 462.90399:12526 463.40482:5972 463.90457:3032 464.40506:998 573.48792:2310 574.48846:1056 587.55865:1504 588.05609:866 588.56317:662 589.05316:820 589.56311:5382 590.56482:2492 591.49713:1382 591.56781:658 594.04315:4398 594.54456:2962 595.04779:1450 595.54279:13276 596.04285:10320 596.54504:5534 597.04132:1710 623.49847:2384 624.50598:874 641.50879:1756 642.51288:658 643.51477:600 737.18341:3256 737.68945:1774 738.19006:1146,0,181,829,351,865,836,888,1558,822,1010,645,0,914,645,0,228,2368,0,108,772,1032,927,648,707,GOOD,GOOD,0.0,
5435,21.6,876.5496,Unknown,[M+Na]+,adduct linked to 5360_[M+2Na-H]+,0.833,True,,,,,,,999,False,False,False,,False,False,,,,,,,,68.32,10_P1-C-3_01_25865,876.54956:10171 877.55291:11410 878.55627:4004,71.07246:626 86.09607:8620 119.08546:928 146.98166:11108 184.07332:8710 385.27292:654 489.2366:714 671.50183:1988 672.50482:1412 693.48517:15420 694.4892:7840 695.49518:1812 817.47565:3644 818.48297:2326 876.54895:20228,0,636,10171,488,2803,4771,5984,6464,1021,1774,1502,1202,1452,2407,1240,2825,1856,2578,5494,7410,5813,3926,4602,2267,GOOD,GOOD,0.0,
5437,10.9,877.1691,Unknown,[M+H]+,ion correlated with 4277; ion correlated with 4278; ion correlated with 4492; ion correlated with 4816; ion correlated with 5198; ion correlated with 4490; ion correlated with 4491; ion correlated with 4817; ion correlated with 5202; ion correlated with 5471,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,20.68,3_P1-B-5_01_25874,877.16913:1034 878.17248:678 879.17584:560,70.06544:4162 72.08076:4558 73.08435:680 74.0607:1378 84.04459:2990 84.08115:2250 86.09674:10526 87.05679:650 101.07106:900 102.05528:1392 104.05358:726 110.07172:4122 113.07216:600 120.0811:5464 129.10289:4450 130.06523:992 136.0759:4764 159.0916:1408 877.1051:664 877.17133:620,0,356,0,0,0,0,138,0,0,73,0,0,0,1034,0,0,0,0,0,410,88,0,0,0,GOOD,GOOD,0.0,
5439,22.1,878.5665,"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",[M+H]+,,0.417,True,,878.5694,C52H80NO8P,,XLKQWAMTMYIQMG-SVUPRYTISA-N,,430,True,True,True,,False,False,,,79.3,,49.7,87.9,100.0,37.39,12_P1-C-5_01_25860,878.56458:1396 879.56793:1554 880.57129:644,86.09647:1732 146.98221:1264 184.07288:2334 695.49817:1938 696.5014:1026 819.49408:718 878.5661:3930,0,368,2893,127,1396,2388,1888,2146,258,967,437,458,164,475,248,719,409,850,2167,2217,2388,1143,1351,1027,GOOD,GOOD,0.0,
5440,21.3,878.5678,"1,2-Didocosahexaenoyl-sn-glycero-3-phosphocholine",[M+H]+,adduct linked to 5488_[M+Na]+,0.708,True,,878.5694,C52H80NO8P,,XLKQWAMTMYIQMG-SVUPRYTISA-N,,430,True,True,True,,False,False,,,90.7,,82.7,84.8,100.0,56.18,15_P1-C-8_01_25873,878.56781:6136 879.57116:7806 880.57452:2284,86.09625:3084 124.99956:1576 184.0735:77326 185.0766:4338 186.07861:758 876.54767:612 877.55463:680 878.56647:40144,0,778,5327,274,2807,4385,4610,6136,3879,1844,2090,563,528,778,704,1266,1088,1282,1948,2492,2689,2386,2687,2167,GOOD,GOOD,0.0,
5442,18.4,878.8301,Unknown,[M+2H]2+,,0.75,True,,,,,,,999,False,False,False,,False,False,,,,,,,,52.19,14_P1-C-7_01_25875,878.83014:3812 879.83349:7230 880.83685:2806,284.29422:22800 285.2973:5584 286.30121:786 452.39798:1316 452.90036:764 453.89828:6906 454.40024:3984 454.89676:3748 455.3988:1916 455.8981:1116 461.40564:2696 461.90698:2162 462.90308:20734 463.40424:16564 463.90204:9682 464.40335:6928 464.90048:2924 465.40369:1136 471.9115:800 594.04083:2408 594.54639:2740 595.04681:1456 595.54187:22938 596.04382:19348 596.54205:17678 597.04205:8734 597.54224:4670 598.04376:1940 623.50262:2784 624.50391:1760 625.49902:1648 626.49591:948 641.51263:2468 642.51764:1158 643.50519:1468 644.51221:828 737.18628:4246 737.68799:3856 738.19104:3410 738.68823:2320 739.18463:1104 739.68707:598,0,316,3805,84,3041,2891,3812,3190,2531,3671,1831,1543,1085,3356,1176,1496,384,1086,3079,3198,1885,2107,2137,2312,GOOD,GOOD,0.0,
5443,11.3,879.7529,Unknown,[M+H]+,ion correlated with 4897; ion correlated with 3978; ion correlated with 3979; ion correlated with 4150; ion correlated with 4151; ion correlated with 4153; ion correlated with 4154; ion correlated with 4156; ion correlated with 4334; ion correlated with 4336; ion correlated with 4338; ion correlated with 4340; ion correlated with 4341; ion correlated with 4545; ion correlated with 4546; ion correlated with 4547; ion correlated with 4558; ion correlated with 4893; ion correlated with 4896; ion correlated with 5239; ion correlated with 5242; ion correlated with 5248; ion correlated with 5547; ion correlated with 5548; ion correlated with 5549; ion correlated with 4548; ion correlated with 4894; ion correlated with 5244; ion correlated with 4892; ion correlated with 5446; ion correlated with 4895,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.85,3_P1-B-5_01_25874,879.75293:1174 880.75628:0 881.75964:384,,0,579,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,116,76,0,0,0,GOOD,GOOD,0.0,
5445,11.2,879.8622,Unknown,[M+H]+,ion correlated with 4155; ion correlated with 4335; ion correlated with 4337; ion correlated with 4549; ion correlated with 4898; ion correlated with 5245; ion correlated with 5246; ion correlated with 5247; ion correlated with 5447; ion correlated with 5448; ion correlated with 4897; ion correlated with 3978; ion correlated with 4151; ion correlated with 4153; ion correlated with 4154; ion correlated with 4334; ion correlated with 4336; ion correlated with 4338; ion correlated with 4340; ion correlated with 4546; ion correlated with 4547; ion correlated with 4558; ion correlated with 4893; ion correlated with 4896; ion correlated with 5239; ion correlated with 5242; ion correlated with 5547; ion correlated with 5548; ion correlated with 5549; ion correlated with 4548; ion correlated with 4894; ion correlated with 5244,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,31.41,3_P1-B-5_01_25874,879.86218:1646 880.86553:0 881.86889:0,,0,860,0,0,0,0,94,0,0,81,0,0,0,1646,0,0,0,0,0,77,272,192,0,106,GOOD,GOOD,0.0,
5446,11.3,879.9141,Unknown,[M+H]+,ion correlated with 4897; ion correlated with 3978; ion correlated with 4150; ion correlated with 4151; ion correlated with 4153; ion correlated with 4154; ion correlated with 4334; ion correlated with 4336; ion correlated with 4338; ion correlated with 4340; ion correlated with 4341; ion correlated with 4545; ion correlated with 4546; ion correlated with 4547; ion correlated with 4558; ion correlated with 4893; ion correlated with 4896; ion correlated with 5239; ion correlated with 5242; ion correlated with 5547; ion correlated with 5548; ion correlated with 5549; ion correlated with 4548; ion correlated with 4894; ion correlated with 5244; ion correlated with 4892; ion correlated with 5443; ion correlated with 4895,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,29.89,3_P1-B-5_01_25874,879.91406:1523 880.91741:0 881.92077:578,70.06528:3654 72.08097:5708 74.06012:782 84.0439:1832 84.08124:2886 86.0966:12878 87.0555:1136 87.10014:906 101.07186:928 102.05496:1852 104.05323:1048 110.07138:3922 120.08147:6050 129.10286:5502 130.06619:692 130.10509:790 131.08168:712 136.07625:3482 159.07704:646 159.09261:1638 166.06067:804 237.13605:870 879.80341:854 879.85925:886 879.92078:628 879.96796:1240 880.03052:972 880.08289:782 880.18634:636,0,776,0,0,0,0,79,0,0,84,0,0,0,1523,0,0,0,0,0,134,0,90,102,72,GOOD,GOOD,0.0,
5447,11.2,879.967,Unknown,[M+H]+,ion correlated with 4155; ion correlated with 4335; ion correlated with 4337; ion correlated with 4549; ion correlated with 4898; ion correlated with 5246; ion correlated with 5247; ion correlated with 5445; ion correlated with 5448; ion correlated with 5610; ion correlated with 3978; ion correlated with 3979; ion correlated with 4150; ion correlated with 4151; ion correlated with 4153; ion correlated with 4154; ion correlated with 4156; ion correlated with 4336; ion correlated with 4338; ion correlated with 4340; ion correlated with 4341; ion correlated with 4545; ion correlated with 4546; ion correlated with 4547; ion correlated with 4558; ion correlated with 4893; ion correlated with 4896; ion correlated with 5239; ion correlated with 5242; ion correlated with 5248; ion correlated with 5547; ion correlated with 5548; ion correlated with 5549; ion correlated with 5611; ion correlated with 4548; ion correlated with 4894; ion correlated with 5244,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,30.15,3_P1-B-5_01_25874,879.96704:1647 880.97039:546 881.97375:0,70.06528:3654 72.08097:5708 74.06012:782 84.0439:1832 84.08124:2886 86.0966:12878 87.0555:1136 87.10014:906 101.07186:928 102.05496:1852 104.05323:1048 110.07138:3922 120.08147:6050 129.10286:5502 130.06619:692 130.10509:790 131.08168:712 136.07625:3482 159.07704:646 159.09261:1638 166.06067:804 237.13605:870 879.80341:854 879.85925:886 879.92078:628 879.96796:1240 880.03052:972 880.08289:782 880.18634:636,0,628,0,0,0,0,134,0,0,0,0,0,0,1647,0,0,0,0,88,90,90,0,0,76,GOOD,GOOD,0.0,
5448,11.2,880.0838,Unknown,[M+H]+,ion correlated with 4155; ion correlated with 4335; ion correlated with 4337; ion correlated with 4549; ion correlated with 4898; ion correlated with 5246; ion correlated with 5247; ion correlated with 5445; ion correlated with 5447; ion correlated with 5610; ion correlated with 3978; ion correlated with 3979; ion correlated with 4150; ion correlated with 4151; ion correlated with 4153; ion correlated with 4154; ion correlated with 4156; ion correlated with 4336; ion correlated with 4338; ion correlated with 4340; ion correlated with 4341; ion correlated with 4545; ion correlated with 4546; ion correlated with 4547; ion correlated with 4558; ion correlated with 4893; ion correlated with 4896; ion correlated with 5239; ion correlated with 5242; ion correlated with 5248; ion correlated with 5547; ion correlated with 5548; ion correlated with 5549; ion correlated with 5611; ion correlated with 4548; ion correlated with 4894; ion correlated with 5244; similar chromatogram in higher mz_5610,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,27.53,3_P1-B-5_01_25874,880.0838:1473 881.08715:0 882.09051:390,,0,605,0,0,0,0,0,0,0,74,0,0,0,1473,0,0,0,0,0,76,82,0,0,0,GOOD,GOOD,0.0,
5450,21.7,880.5856,Unknown,[M+H]+,,0.292,False,,,,,,,999,False,False,False,,False,False,,,,,,,,34.96,10_P1-C-3_01_25865,880.58557:2253 881.58892:1748 882.59228:780,,0,0,2253,245,905,1511,1900,1795,344,469,346,106,226,192,176,395,433,355,1662,1887,1229,952,938,677,GOOD,GOOD,0.0,
5451,11.5,881.4626,Unknown,[M+H]+,ion correlated with 5357; ion correlated with 5158; ion correlated with 5159; ion correlated with 5626; ion correlated with 5667,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,18.01,3_P1-B-5_01_25874,881.46259:1145 882.46594:0 883.4693:1160,,0,82,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,284,0,0,78,0,GOOD,GOOD,0.0,
5452,13.1,882.3252,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,29.15,10_P1-C-3_01_25865,882.3252:1458 883.32855:2572 884.33191:1070,,362,711,1458,458,682,762,630,876,925,598,533,325,948,1154,788,839,332,418,1089,952,723,843,666,902,GOOD,GOOD,0.0,
5453,22.5,882.5953,Unknown,[M+H]+,,0.208,True,,,,,,,999,False,False,False,,False,False,,,,,,,,26.11,10_P1-C-3_01_25865,882.59534:1678 883.59869:1276 884.60205:670,184.0739:10912 185.07707:736 385.2757:1624 387.28714:904 882.60657:2324,0,88,1678,92,1092,1093,1375,1288,368,605,109,101,241,316,157,323,218,485,680,859,782,731,790,630,GOOD,GOOD,0.0,
5454,17.4,883.5339,Unknown,[M+H]+,,0.125,True,,,,,,,999,False,False,False,,False,False,,,,,,,,34.41,4_P1-B-6_01_25867,883.53302:1694 884.53637:2340 885.53973:814,553.25635:13824 554.25964:5686 555.26361:1238 627.53247:1472,0,0,1630,0,251,158,146,285,573,542,0,0,210,395,1694,320,0,0,1838,722,717,857,971,827,GOOD,GOOD,0.0,
5458,21.8,884.5407,Unknown,[M+NH4]+,adduct linked to 5417_[M+H]+,0.917,True,,,,,,,999,False,False,False,,False,False,,,,,,,,98.56,1_P1-B-3_01_25858,884.54504:2565 885.54839:1524 886.55175:740,93.07065:724 385.27365:22812 386.27835:6524 387.27939:1090 505.23022:1026 867.51324:624,0,2565,10106,467,10219,4570,4546,4975,3261,8716,3875,3868,3071,4086,1742,6122,3600,3338,4100,5128,8604,5440,4870,4528,GOOD,GOOD,1.0,12_P1-C-5_01_25860; 15_P1-C-8_01_25873; 17_P1-D-1_01_25859; 3_P1-B-5_01_25874
